Date,Open,Low,High,Close,Qt
11/11/2011,58546.97,58546.97,58546.97,58546.97,58546.97
14/11/2011,58258.23,58258.23,58258.23,58258.23,58258.23
16/11/2011,58559.99,58559.99,58559.99,58559.99,58559.99
17/11/2011,56988.9,56988.9,56988.9,56988.9,56988.9
18/11/2011,56731.34,56731.34,56731.34,56731.34,56731.34
21/11/2011,56284.59,56284.59,56284.59,56284.59,56284.59
22/11/2011,55878.44,55878.44,55878.44,55878.44,55878.44
23/11/2011,54972.08,54972.08,54972.08,54972.08,54972.08
24/11/2011,55279.88,55279.88,55279.88,55279.88,55279.88
25/11/2011,54894.49,54894.49,54894.49,54894.49,54894.49
28/11/2011,56017.35,56017.35,56017.35,56017.35,56017.35
29/11/2011,55299.76,55299.76,55299.76,55299.76,55299.76
30/11/2011,56874.98,56874.98,56874.98,56874.98,56874.98
01/12/2011,58143.42,58143.42,58143.42,58143.42,58143.42
02/12/2011,57885.85,57885.85,57885.85,57885.85,57885.85
05/12/2011,58910.48,58910.48,58910.48,58910.48,58910.48
06/12/2011,59536.16,59536.16,59536.16,59536.16,59536.16
07/12/2011,58662.83,58662.83,58662.83,58662.83,58662.83
08/12/2011,57455.02,57455.02,57455.02,57455.02,57455.02
09/12/2011,58236.46,58236.46,58236.46,58236.46,58236.46
12/12/2011,57346.86,57346.86,57346.86,57346.86,57346.86
13/12/2011,57494.85,57494.85,57494.85,57494.85,57494.85
14/12/2011,56646.87,56646.87,56646.87,56646.87,56646.87
15/12/2011,56331.15,56331.15,56331.15,56331.15,56331.15
16/12/2011,56096.93,56096.93,56096.93,56096.93,56096.93
19/12/2011,55298.33,55298.33,55298.33,55298.33,55298.33
20/12/2011,56864.85,56864.85,56864.85,56864.85,56864.85
21/12/2011,56653.37,56653.37,56653.37,56653.37,56653.37
22/12/2011,57347.87,57347.87,57347.87,57347.87,57347.87
23/12/2011,57701.07,57701.07,57701.07,57701.07,57701.07
26/12/2011,57669.48,57669.48,57669.48,57669.48,57669.48
27/12/2011,58005.2,58005.2,58005.2,58005.2,58005.2
28/12/2011,56533.76,56533.76,56533.76,56533.76,56533.76
29/12/2011,56754.08,56754.08,56754.08,56754.08,56754.08
02/01/2012,57829.27,57829.27,57829.27,57829.27,57829.27
03/01/2012,59264.87,59264.87,59264.87,59264.87,59264.87
04/01/2012,59364.95,59364.95,59364.95,59364.95,59364.95
05/01/2012,58546.08,58546.08,58546.08,58546.08,58546.08
06/01/2012,58600.37,58600.37,58600.37,58600.37,58600.37
09/01/2012,59082.88,59082.88,59082.88,59082.88,59082.88
10/01/2012,59805.96,59805.96,59805.96,59805.96,59805.96
11/01/2012,59962.4,59962.4,59962.4,59962.4,59962.4
12/01/2012,59920.78,59920.78,59920.78,59920.78,59920.78
13/01/2012,59146.58,59146.58,59146.58,59146.58,59146.58
16/01/2012,59956.46,59956.46,59956.46,59956.46,59956.46
17/01/2012,60645.9,60645.9,60645.9,60645.9,60645.9
18/01/2012,61722.86,61722.86,61722.86,61722.86,61722.86
19/01/2012,61926.69,61926.69,61926.69,61926.69,61926.69
20/01/2012,62312.13,62312.13,62312.13,62312.13,62312.13
23/01/2012,62386.24,62386.24,62386.24,62386.24,62386.24
24/01/2012,62486.22,62486.22,62486.22,62486.22,62486.22
26/01/2012,62953.06,62953.06,62953.06,62953.06,62953.06
27/01/2012,62904.2,62904.2,62904.2,62904.2,62904.2
30/01/2012,62770.01,62770.01,62770.01,62770.01,62770.01
31/01/2012,63072.31,63072.31,63072.31,63072.31,63072.31
01/02/2012,64567.18,64567.18,64567.18,64567.18,64567.18
02/02/2012,64593.1,64593.1,64593.1,64593.1,64593.1
03/02/2012,65217.37,65217.37,65217.37,65217.37,65217.37
06/02/2012,65223.72,65223.72,65223.72,65223.72,65223.72
07/02/2012,65917.02,65917.02,65917.02,65917.02,65917.02
08/02/2012,65831.16,65831.16,65831.16,65831.16,65831.16
09/02/2012,65530.49,65530.49,65530.49,65530.49,65530.49
10/02/2012,63997.86,63997.86,63997.86,63997.86,63997.86
13/02/2012,65691.53,65691.53,65691.53,65691.53,65691.53
14/02/2012,65038.53,65038.53,65038.53,65038.53,65038.53
15/02/2012,65368.49,65368.49,65368.49,65368.49,65368.49
16/02/2012,66141.7,66141.7,66141.7,66141.7,66141.7
17/02/2012,66203.5,66203.5,66203.5,66203.5,66203.5
22/02/2012,66092.77,66092.77,66092.77,66092.77,66092.77
23/02/2012,65819.62,65819.62,65819.62,65819.62,65819.62
24/02/2012,65942.73,65942.73,65942.73,65942.73,65942.73
27/02/2012,65241.49,65241.49,65241.49,65241.49,65241.49
28/02/2012,65958.78,65958.78,65958.78,65958.78,65958.78
29/02/2012,65811.73,65811.73,65811.73,65811.73,65811.73
01/03/2012,66809.8,66809.8,66809.8,66809.8,66809.8
02/03/2012,67781.6,67781.6,67781.6,67781.6,67781.6
05/03/2012,66964.03,66964.03,66964.03,66964.03,66964.03
06/03/2012,65114.15,65114.15,65114.15,65114.15,65114.15
07/03/2012,66016.76,66016.76,66016.76,66016.76,66016.76
08/03/2012,66908.39,66908.39,66908.39,66908.39,66908.39
09/03/2012,66703.96,66703.96,66703.96,66703.96,66703.96
12/03/2012,66384.76,66384.76,66384.76,66384.76,66384.76
13/03/2012,68394.33,68394.33,68394.33,68394.33,68394.33
14/03/2012,68257.22,68257.22,68257.22,68257.22,68257.22
15/03/2012,67749.49,67749.49,67749.49,67749.49,67749.49
16/03/2012,67684.13,67684.13,67684.13,67684.13,67684.13
19/03/2012,67730.31,67730.31,67730.31,67730.31,67730.31
20/03/2012,67295.56,67295.56,67295.56,67295.56,67295.56
21/03/2012,66860.05,66860.05,66860.05,66860.05,66860.05
22/03/2012,65828.19,65828.19,65828.19,65828.19,65828.19
23/03/2012,65812.95,65812.95,65812.95,65812.95,65812.95
26/03/2012,66684.59,66684.59,66684.59,66684.59,66684.59
27/03/2012,66037.35,66037.35,66037.35,66037.35,66037.35
28/03/2012,65079.34,65079.34,65079.34,65079.34,65079.34
29/03/2012,64871.99,64871.99,64871.99,64871.99,64871.99
30/03/2012,64510.97,64510.97,64510.97,64510.97,64510.97
02/04/2012,65216.25,65216.25,65216.25,65216.25,65216.25
03/04/2012,64284.26,64284.26,64284.26,64284.26,64284.26
04/04/2012,63528.65,63528.65,63528.65,63528.65,63528.65
05/04/2012,63691.18,63691.18,63691.18,63691.18,63691.18
09/04/2012,62923.21,62923.21,62923.21,62923.21,62923.21
10/04/2012,61738.28,61738.28,61738.28,61738.28,61738.28
11/04/2012,61293.14,61293.14,61293.14,61293.14,61293.14
12/04/2012,63058,63058,63058,63058,63058
13/04/2012,62105.6,62105.6,62105.6,62105.6,62105.6
16/04/2012,61954.55,61954.55,61954.55,61954.55,61954.55
17/04/2012,62698.87,62698.87,62698.87,62698.87,62698.87
18/04/2012,63010.48,63010.48,63010.48,63010.48,63010.48
19/04/2012,62618.41,62618.41,62618.41,62618.41,62618.41
20/04/2012,62494.08,62494.08,62494.08,62494.08,62494.08
23/04/2012,61539.38,61539.38,61539.38,61539.38,61539.38
24/04/2012,61971.14,61971.14,61971.14,61971.14,61971.14
25/04/2012,61750.38,61750.38,61750.38,61750.38,61750.38
26/04/2012,62198.06,62198.06,62198.06,62198.06,62198.06
27/04/2012,61691.21,61691.21,61691.21,61691.21,61691.21
30/04/2012,61820.26,61820.26,61820.26,61820.26,61820.26
02/05/2012,62423.56,62423.56,62423.56,62423.56,62423.56
03/05/2012,62104.15,62104.15,62104.15,62104.15,62104.15
04/05/2012,60820.93,60820.93,60820.93,60820.93,60820.93
07/05/2012,61220.43,61220.43,61220.43,61220.43,61220.43
08/05/2012,60365.48,60365.48,60365.48,60365.48,60365.48
09/05/2012,59786.12,59786.12,59786.12,59786.12,59786.12
10/05/2012,59702.05,59702.05,59702.05,59702.05,59702.05
11/05/2012,59445.21,59445.21,59445.21,59445.21,59445.21
14/05/2012,57539.61,57539.61,57539.61,57539.61,57539.61
15/05/2012,56237.97,56237.97,56237.97,56237.97,56237.97
16/05/2012,55887.57,55887.57,55887.57,55887.57,55887.57
17/05/2012,54038.2,54038.2,54038.2,54038.2,54038.2
18/05/2012,54513.16,54513.16,54513.16,54513.16,54513.16
21/05/2012,56590.24,56590.24,56590.24,56590.24,56590.24
22/05/2012,55038.75,55038.75,55038.75,55038.75,55038.75
23/05/2012,54619.48,54619.48,54619.48,54619.48,54619.48
24/05/2012,54063,54063,54063,54063,54063
25/05/2012,54463.16,54463.16,54463.16,54463.16,54463.16
28/05/2012,55212.69,55212.69,55212.69,55212.69,55212.69
29/05/2012,54633.06,54633.06,54633.06,54633.06,54633.06
30/05/2012,53797.91,53797.91,53797.91,53797.91,53797.91
31/05/2012,54490.41,54490.41,54490.41,54490.41,54490.41
01/06/2012,53402.9,53402.9,53402.9,53402.9,53402.9
04/06/2012,53416.75,53416.75,53416.75,53416.75,53416.75
05/06/2012,52481.44,52481.44,52481.44,52481.44,52481.44
06/06/2012,54156.04,54156.04,54156.04,54156.04,54156.04
08/06/2012,54429.85,54429.85,54429.85,54429.85,54429.85
11/06/2012,54001.45,54001.45,54001.45,54001.45,54001.45
12/06/2012,55049.03,55049.03,55049.03,55049.03,55049.03
13/06/2012,55650.51,55650.51,55650.51,55650.51,55650.51
14/06/2012,55351.67,55351.67,55351.67,55351.67,55351.67
15/06/2012,56104.69,56104.69,56104.69,56104.69,56104.69
18/06/2012,56195.21,56195.21,56195.21,56195.21,56195.21
19/06/2012,57195.49,57195.49,57195.49,57195.49,57195.49
20/06/2012,57166.55,57166.55,57166.55,57166.55,57166.55
21/06/2012,55505.17,55505.17,55505.17,55505.17,55505.17
22/06/2012,55439.5,55439.5,55439.5,55439.5,55439.5
25/06/2012,53805.38,53805.38,53805.38,53805.38,53805.38
26/06/2012,53836.57,53836.57,53836.57,53836.57,53836.57
27/06/2012,53108.93,53108.93,53108.93,53108.93,53108.93
28/06/2012,52652.25,52652.25,52652.25,52652.25,52652.25
29/06/2012,54354.63,54354.63,54354.63,54354.63,54354.63
02/07/2012,54692.79,54692.79,54692.79,54692.79,54692.79
03/07/2012,55780.32,55780.32,55780.32,55780.32,55780.32
04/07/2012,56076.82,56076.82,56076.82,56076.82,56076.82
05/07/2012,56379.06,56379.06,56379.06,56379.06,56379.06
06/07/2012,55394.05,55394.05,55394.05,55394.05,55394.05
10/07/2012,53705.82,53705.82,53705.82,53705.82,53705.82
11/07/2012,53569.14,53569.14,53569.14,53569.14,53569.14
12/07/2012,53420.87,53420.87,53420.87,53420.87,53420.87
13/07/2012,54330.51,54330.51,54330.51,54330.51,54330.51
16/07/2012,53401.8,53401.8,53401.8,53401.8,53401.8
17/07/2012,53909.47,53909.47,53909.47,53909.47,53909.47
18/07/2012,54583.13,54583.13,54583.13,54583.13,54583.13
19/07/2012,55346.65,55346.65,55346.65,55346.65,55346.65
20/07/2012,54194.79,54194.79,54194.79,54194.79,54194.79
23/07/2012,53033.96,53033.96,53033.96,53033.96,53033.96
24/07/2012,52638.63,52638.63,52638.63,52638.63,52638.63
25/07/2012,52607.54,52607.54,52607.54,52607.54,52607.54
26/07/2012,54002.72,54002.72,54002.72,54002.72,54002.72
27/07/2012,56553.12,56553.12,56553.12,56553.12,56553.12
30/07/2012,57240.92,57240.92,57240.92,57240.92,57240.92
31/07/2012,56097.05,56097.05,56097.05,56097.05,56097.05
01/08/2012,56291.93,56291.93,56291.93,56291.93,56291.93
02/08/2012,55520.4,55520.4,55520.4,55520.4,55520.4
03/08/2012,57255.22,57255.22,57255.22,57255.22,57255.22
06/08/2012,58344.61,58344.61,58344.61,58344.61,58344.61
07/08/2012,57725.66,57725.66,57725.66,57725.66,57725.66
08/08/2012,58950.98,58950.98,58950.98,58950.98,58950.98
09/08/2012,58797.13,58797.13,58797.13,58797.13,58797.13
10/08/2012,59280.93,59280.93,59280.93,59280.93,59280.93
13/08/2012,59122.74,59122.74,59122.74,59122.74,59122.74
14/08/2012,58082.92,58082.92,58082.92,58082.92,58082.92
15/08/2012,58189.28,58189.28,58189.28,58189.28,58189.28
16/08/2012,59445.79,59445.79,59445.79,59445.79,59445.79
17/08/2012,59082.37,59082.37,59082.37,59082.37,59082.37
20/08/2012,59283.09,59283.09,59283.09,59283.09,59283.09
21/08/2012,58917.73,58917.73,58917.73,58917.73,58917.73
22/08/2012,59380.76,59380.76,59380.76,59380.76,59380.76
23/08/2012,58511.55,58511.55,58511.55,58511.55,58511.55
24/08/2012,58425.76,58425.76,58425.76,58425.76,58425.76
27/08/2012,58111.46,58111.46,58111.46,58111.46,58111.46
28/08/2012,58406.4,58406.4,58406.4,58406.4,58406.4
29/08/2012,57369.19,57369.19,57369.19,57369.19,57369.19
30/08/2012,57256.43,57256.43,57256.43,57256.43,57256.43
31/08/2012,57061.45,57061.45,57061.45,57061.45,57061.45
03/09/2012,57281.45,57281.45,57281.45,57281.45,57281.45
04/09/2012,56233.9,56233.9,56233.9,56233.9,56233.9
05/09/2012,56863.91,56863.91,56863.91,56863.91,56863.91
06/09/2012,58321.24,58321.24,58321.24,58321.24,58321.24
10/09/2012,58404.1,58404.1,58404.1,58404.1,58404.1
11/09/2012,59422.55,59422.55,59422.55,59422.55,59422.55
12/09/2012,59921.8,59921.8,59921.8,59921.8,59921.8
13/09/2012,61958.12,61958.12,61958.12,61958.12,61958.12
14/09/2012,62105.47,62105.47,62105.47,62105.47,62105.47
17/09/2012,61805.98,61805.98,61805.98,61805.98,61805.98
18/09/2012,61804.33,61804.33,61804.33,61804.33,61804.33
19/09/2012,61651.83,61651.83,61651.83,61651.83,61651.83
20/09/2012,61687.97,61687.97,61687.97,61687.97,61687.97
21/09/2012,61320.07,61320.07,61320.07,61320.07,61320.07
24/09/2012,61909.99,61909.99,61909.99,61909.99,61909.99
25/09/2012,60501.1,60501.1,60501.1,60501.1,60501.1
26/09/2012,60478.05,60478.05,60478.05,60478.05,60478.05
27/09/2012,60239.79,60239.79,60239.79,60239.79,60239.79
28/09/2012,59175.8,59175.8,59175.8,59175.8,59175.8
01/10/2012,59570.8,59570.8,59570.8,59570.8,59570.8
02/10/2012,59222.08,59222.08,59222.08,59222.08,59222.08
03/10/2012,58627.33,58627.33,58627.33,58627.33,58627.33
04/10/2012,58458,58458,58458,58458,58458
05/10/2012,58571.59,58571.59,58571.59,58571.59,58571.59
08/10/2012,59317.15,59317.15,59317.15,59317.15,59317.15
09/10/2012,58939.46,58939.46,58939.46,58939.46,58939.46
10/10/2012,58456.28,58456.28,58456.28,58456.28,58456.28
11/10/2012,59161.72,59161.72,59161.72,59161.72,59161.72
15/10/2012,59601.71,59601.71,59601.71,59601.71,59601.71
16/10/2012,59743.87,59743.87,59743.87,59743.87,59743.87
17/10/2012,60087.29,60087.29,60087.29,60087.29,60087.29
18/10/2012,59733.9,59733.9,59733.9,59733.9,59733.9
19/10/2012,58922.04,58922.04,58922.04,58922.04,58922.04
22/10/2012,58700.3,58700.3,58700.3,58700.3,58700.3
23/10/2012,57690.24,57690.24,57690.24,57690.24,57690.24
24/10/2012,57160.74,57160.74,57160.74,57160.74,57160.74
25/10/2012,57836.78,57836.78,57836.78,57836.78,57836.78
26/10/2012,57276.81,57276.81,57276.81,57276.81,57276.81
29/10/2012,57176.58,57176.58,57176.58,57176.58,57176.58
30/10/2012,57683.76,57683.76,57683.76,57683.76,57683.76
31/10/2012,57068.18,57068.18,57068.18,57068.18,57068.18
01/11/2012,58382.68,58382.68,58382.68,58382.68,58382.68
05/11/2012,58209.76,58209.76,58209.76,58209.76,58209.76
06/11/2012,59458.59,59458.59,59458.59,59458.59,59458.59
07/11/2012,58517.35,58517.35,58517.35,58517.35,58517.35
08/11/2012,57524.45,57524.45,57524.45,57524.45,57524.45
09/11/2012,57357.71,57357.71,57357.71,57357.71,57357.71
12/11/2012,57064.31,57064.31,57064.31,57064.31,57064.31
13/11/2012,57486.07,57486.07,57486.07,57486.07,57486.07
14/11/2012,56279.36,56279.36,56279.36,56279.36,56279.36
16/11/2012,55402.33,55402.33,55402.33,55402.33,55402.33
19/11/2012,56450.86,56450.86,56450.86,56450.86,56450.86
21/11/2012,56242.12,56242.12,56242.12,56242.12,56242.12
22/11/2012,56436.97,56436.97,56436.97,56436.97,56436.97
23/11/2012,57574.03,57574.03,57574.03,57574.03,57574.03
26/11/2012,56737.1,56737.1,56737.1,56737.1,56737.1
27/11/2012,56248.09,56248.09,56248.09,56248.09,56248.09
28/11/2012,56539.4,56539.4,56539.4,56539.4,56539.4
29/11/2012,57852.53,57852.53,57852.53,57852.53,57852.53
30/11/2012,57474.57,57474.57,57474.57,57474.57,57474.57
03/12/2012,58202.35,58202.35,58202.35,58202.35,58202.35
04/12/2012,57563.23,57563.23,57563.23,57563.23,57563.23
05/12/2012,57678.62,57678.62,57678.62,57678.62,57678.62
06/12/2012,57656.42,57656.42,57656.42,57656.42,57656.42
07/12/2012,58487.32,58487.32,58487.32,58487.32,58487.32
10/12/2012,59248.23,59248.23,59248.23,59248.23,59248.23
11/12/2012,59623.34,59623.34,59623.34,59623.34,59623.34
12/12/2012,59474.18,59474.18,59474.18,59474.18,59474.18
13/12/2012,59316.75,59316.75,59316.75,59316.75,59316.75
14/12/2012,59604.92,59604.92,59604.92,59604.92,59604.92
17/12/2012,59566.52,59566.52,59566.52,59566.52,59566.52
18/12/2012,60460.73,60460.73,60460.73,60460.73,60460.73
19/12/2012,60998.34,60998.34,60998.34,60998.34,60998.34
20/12/2012,61276.12,61276.12,61276.12,61276.12,61276.12
21/12/2012,61007.03,61007.03,61007.03,61007.03,61007.03
26/12/2012,60959.79,60959.79,60959.79,60959.79,60959.79
27/12/2012,60415.95,60415.95,60415.95,60415.95,60415.95
28/12/2012,60952.08,60952.08,60952.08,60952.08,60952.08
02/01/2013,62550.1,62550.1,62550.1,62550.1,62550.1
03/01/2013,63312.46,63312.46,63312.46,63312.46,63312.46
04/01/2013,62523.06,62523.06,62523.06,62523.06,62523.06
07/01/2013,61932.54,61932.54,61932.54,61932.54,61932.54
08/01/2013,61127.84,61127.84,61127.84,61127.84,61127.84
09/01/2013,61578.58,61578.58,61578.58,61578.58,61578.58
10/01/2013,61678.31,61678.31,61678.31,61678.31,61678.31
11/01/2013,61497.43,61497.43,61497.43,61497.43,61497.43
14/01/2013,62080.79,62080.79,62080.79,62080.79,62080.79
15/01/2013,61727.61,61727.61,61727.61,61727.61,61727.61
16/01/2013,61787.35,61787.35,61787.35,61787.35,61787.35
17/01/2013,62194.06,62194.06,62194.06,62194.06,62194.06
18/01/2013,61956.14,61956.14,61956.14,61956.14,61956.14
21/01/2013,61899.71,61899.71,61899.71,61899.71,61899.71
22/01/2013,61692.29,61692.29,61692.29,61692.29,61692.29
23/01/2013,61966.26,61966.26,61966.26,61966.26,61966.26
24/01/2013,61169.83,61169.83,61169.83,61169.83,61169.83
28/01/2013,60027.07,60027.07,60027.07,60027.07,60027.07
29/01/2013,60406.33,60406.33,60406.33,60406.33,60406.33
30/01/2013,59336.7,59336.7,59336.7,59336.7,59336.7
31/01/2013,59761.49,59761.49,59761.49,59761.49,59761.49
01/02/2013,60351.16,60351.16,60351.16,60351.16,60351.16
04/02/2013,59575.66,59575.66,59575.66,59575.66,59575.66
05/02/2013,59444.97,59444.97,59444.97,59444.97,59444.97
06/02/2013,58951.07,58951.07,58951.07,58951.07,58951.07
07/02/2013,58372.46,58372.46,58372.46,58372.46,58372.46
08/02/2013,58497.83,58497.83,58497.83,58497.83,58497.83
13/02/2013,58405.74,58405.74,58405.74,58405.74,58405.74
14/02/2013,58077.31,58077.31,58077.31,58077.31,58077.31
15/02/2013,57903.3,57903.3,57903.3,57903.3,57903.3
18/02/2013,57613.9,57613.9,57613.9,57613.9,57613.9
19/02/2013,57314.4,57314.4,57314.4,57314.4,57314.4
20/02/2013,56177.6,56177.6,56177.6,56177.6,56177.6
21/02/2013,56154.68,56154.68,56154.68,56154.68,56154.68
22/02/2013,56697.06,56697.06,56697.06,56697.06,56697.06
25/02/2013,56617.56,56617.56,56617.56,56617.56,56617.56
26/02/2013,56948.87,56948.87,56948.87,56948.87,56948.87
27/02/2013,57273.88,57273.88,57273.88,57273.88,57273.88
28/02/2013,57424.29,57424.29,57424.29,57424.29,57424.29
01/03/2013,56883.99,56883.99,56883.99,56883.99,56883.99
04/03/2013,56499.17,56499.17,56499.17,56499.17,56499.17
05/03/2013,55950.73,55950.73,55950.73,55950.73,55950.73
06/03/2013,57940.14,57940.14,57940.14,57940.14,57940.14
07/03/2013,58846.81,58846.81,58846.81,58846.81,58846.81
08/03/2013,58432.75,58432.75,58432.75,58432.75,58432.75
11/03/2013,58544.79,58544.79,58544.79,58544.79,58544.79
12/03/2013,58208.61,58208.61,58208.61,58208.61,58208.61
13/03/2013,57385.9,57385.9,57385.9,57385.9,57385.9
14/03/2013,57281.02,57281.02,57281.02,57281.02,57281.02
15/03/2013,56869.28,56869.28,56869.28,56869.28,56869.28
18/03/2013,56972.96,56972.96,56972.96,56972.96,56972.96
19/03/2013,56361.24,56361.24,56361.24,56361.24,56361.24
20/03/2013,56030.03,56030.03,56030.03,56030.03,56030.03
21/03/2013,55576.67,55576.67,55576.67,55576.67,55576.67
22/03/2013,55243.4,55243.4,55243.4,55243.4,55243.4
25/03/2013,54873.12,54873.12,54873.12,54873.12,54873.12
26/03/2013,55671.39,55671.39,55671.39,55671.39,55671.39
27/03/2013,56034.29,56034.29,56034.29,56034.29,56034.29
28/03/2013,56352.09,56352.09,56352.09,56352.09,56352.09
01/04/2013,55902.18,55902.18,55902.18,55902.18,55902.18
02/04/2013,54889.1,54889.1,54889.1,54889.1,54889.1
03/04/2013,55562.74,55562.74,55562.74,55562.74,55562.74
04/04/2013,54648.15,54648.15,54648.15,54648.15,54648.15
05/04/2013,55050.6,55050.6,55050.6,55050.6,55050.6
08/04/2013,55092.31,55092.31,55092.31,55092.31,55092.31
09/04/2013,55912.04,55912.04,55912.04,55912.04,55912.04
10/04/2013,56186.56,56186.56,56186.56,56186.56,56186.56
11/04/2013,55400.91,55400.91,55400.91,55400.91,55400.91
12/04/2013,54962.65,54962.65,54962.65,54962.65,54962.65
15/04/2013,52949.93,52949.93,52949.93,52949.93,52949.93
16/04/2013,53990.83,53990.83,53990.83,53990.83,53990.83
17/04/2013,52881.96,52881.96,52881.96,52881.96,52881.96
18/04/2013,53165.91,53165.91,53165.91,53165.91,53165.91
19/04/2013,53928.92,53928.92,53928.92,53928.92,53928.92
22/04/2013,54297.73,54297.73,54297.73,54297.73,54297.73
23/04/2013,54884.75,54884.75,54884.75,54884.75,54884.75
24/04/2013,54984.23,54984.23,54984.23,54984.23,54984.23
25/04/2013,54963.32,54963.32,54963.32,54963.32,54963.32
26/04/2013,54252.04,54252.04,54252.04,54252.04,54252.04
29/04/2013,54887.25,54887.25,54887.25,54887.25,54887.25
30/04/2013,55910.37,55910.37,55910.37,55910.37,55910.37
02/05/2013,55321.93,55321.93,55321.93,55321.93,55321.93
03/05/2013,55488.08,55488.08,55488.08,55488.08,55488.08
06/05/2013,55429.88,55429.88,55429.88,55429.88,55429.88
07/05/2013,56274.66,56274.66,56274.66,56274.66,56274.66
08/05/2013,55804.8,55804.8,55804.8,55804.8,55804.8
09/05/2013,55447.56,55447.56,55447.56,55447.56,55447.56
10/05/2013,55107.8,55107.8,55107.8,55107.8,55107.8
13/05/2013,54447.77,54447.77,54447.77,54447.77,54447.77
14/05/2013,54666.82,54666.82,54666.82,54666.82,54666.82
15/05/2013,54936.41,54936.41,54936.41,54936.41,54936.41
16/05/2013,54772.62,54772.62,54772.62,54772.62,54772.62
17/05/2013,55164.27,55164.27,55164.27,55164.27,55164.27
20/05/2013,55700.77,55700.77,55700.77,55700.77,55700.77
21/05/2013,56265.32,56265.32,56265.32,56265.32,56265.32
22/05/2013,56429.27,56429.27,56429.27,56429.27,56429.27
23/05/2013,56349.91,56349.91,56349.91,56349.91,56349.91
24/05/2013,56406.21,56406.21,56406.21,56406.21,56406.21
27/05/2013,56395.94,56395.94,56395.94,56395.94,56395.94
28/05/2013,56036.26,56036.26,56036.26,56036.26,56036.26
29/05/2013,54634.69,54634.69,54634.69,54634.69,54634.69
31/05/2013,53506.08,53506.08,53506.08,53506.08,53506.08
03/06/2013,53944.36,53944.36,53944.36,53944.36,53944.36
04/06/2013,54017.9,54017.9,54017.9,54017.9,54017.9
05/06/2013,52798.63,52798.63,52798.63,52798.63,52798.63
06/06/2013,52884.83,52884.83,52884.83,52884.83,52884.83
07/06/2013,51618.63,51618.63,51618.63,51618.63,51618.63
10/06/2013,51316.65,51316.65,51316.65,51316.65,51316.65
11/06/2013,49769.93,49769.93,49769.93,49769.93,49769.93
12/06/2013,49180.58,49180.58,49180.58,49180.58,49180.58
13/06/2013,50414.89,50414.89,50414.89,50414.89,50414.89
14/06/2013,49332.34,49332.34,49332.34,49332.34,49332.34
17/06/2013,49088.65,49088.65,49088.65,49088.65,49088.65
18/06/2013,49464.94,49464.94,49464.94,49464.94,49464.94
19/06/2013,47893.06,47893.06,47893.06,47893.06,47893.06
20/06/2013,48214.43,48214.43,48214.43,48214.43,48214.43
21/06/2013,47056.04,47056.04,47056.04,47056.04,47056.04
24/06/2013,45965.05,45965.05,45965.05,45965.05,45965.05
25/06/2013,46893.04,46893.04,46893.04,46893.04,46893.04
26/06/2013,47171.98,47171.98,47171.98,47171.98,47171.98
27/06/2013,47609.46,47609.46,47609.46,47609.46,47609.46
28/06/2013,47457.13,47457.13,47457.13,47457.13,47457.13
01/07/2013,47229.59,47229.59,47229.59,47229.59,47229.59
02/07/2013,45228.95,45228.95,45228.95,45228.95,45228.95
03/07/2013,45044.03,45044.03,45044.03,45044.03,45044.03
04/07/2013,45763.16,45763.16,45763.16,45763.16,45763.16
05/07/2013,45210.49,45210.49,45210.49,45210.49,45210.49
08/07/2013,45075.5,45075.5,45075.5,45075.5,45075.5
10/07/2013,45483.43,45483.43,45483.43,45483.43,45483.43
11/07/2013,46626.26,46626.26,46626.26,46626.26,46626.26
12/07/2013,45533.24,45533.24,45533.24,45533.24,45533.24
15/07/2013,46738.9,46738.9,46738.9,46738.9,46738.9
16/07/2013,46869.29,46869.29,46869.29,46869.29,46869.29
17/07/2013,47407.31,47407.31,47407.31,47407.31,47407.31
18/07/2013,47656.92,47656.92,47656.92,47656.92,47656.92
19/07/2013,47400.23,47400.23,47400.23,47400.23,47400.23
22/07/2013,48574.09,48574.09,48574.09,48574.09,48574.09
23/07/2013,48819.52,48819.52,48819.52,48819.52,48819.52
24/07/2013,48374.23,48374.23,48374.23,48374.23,48374.23
25/07/2013,49066.75,49066.75,49066.75,49066.75,49066.75
26/07/2013,49422.05,49422.05,49422.05,49422.05,49422.05
29/07/2013,49212.33,49212.33,49212.33,49212.33,49212.33
30/07/2013,48561.78,48561.78,48561.78,48561.78,48561.78
31/07/2013,48234.49,48234.49,48234.49,48234.49,48234.49
01/08/2013,49140.78,49140.78,49140.78,49140.78,49140.78
02/08/2013,48474.04,48474.04,48474.04,48474.04,48474.04
05/08/2013,48436.44,48436.44,48436.44,48436.44,48436.44
06/08/2013,47421.85,47421.85,47421.85,47421.85,47421.85
07/08/2013,47446.71,47446.71,47446.71,47446.71,47446.71
08/08/2013,48928.82,48928.82,48928.82,48928.82,48928.82
09/08/2013,49874.9,49874.9,49874.9,49874.9,49874.9
12/08/2013,50299.49,50299.49,50299.49,50299.49,50299.49
13/08/2013,50600.55,50600.55,50600.55,50600.55,50600.55
14/08/2013,50895.92,50895.92,50895.92,50895.92,50895.92
15/08/2013,50908.34,50908.34,50908.34,50908.34,50908.34
16/08/2013,51538.78,51538.78,51538.78,51538.78,51538.78
19/08/2013,51574.09,51574.09,51574.09,51574.09,51574.09
